month,day,weekday,hour,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
6,17,4,10,2,0,1,1,28.7,32.575,58,12.998,44,126,170
6,17,4,11,2,0,1,1,27.88,31.82,69,16.9979,43,138,181
6,17,4,12,2,0,1,1,28.7,32.575,65,16.9979,49,194,243
6,17,4,13,2,0,1,1,30.34,34.09,62,19.0012,48,156,204
6,17,4,14,2,0,1,1,31.16,34.85,52,12.998,73,142,215
6,17,4,15,2,0,1,1,31.98,34.85,43,15.0013,62,181,243
6,17,4,16,2,0,1,1,31.16,34.09,45,11.0014,69,286,355
6,17,4,17,2,0,1,3,31.16,34.09,40,12.998,85,467,552
6,17,4,18,2,0,1,3,31.16,34.09,40,12.998,62,388,450
6,17,4,19,2,0,1,3,26.24,28.79,83,16.9979,53,275,328
6,17,4,20,2,0,1,1,26.24,29.545,78,7.0015,40,192,232
6,17,4,21,2,0,1,1,26.24,29.545,78,6.0032,49,159,208
6,17,4,22,2,0,1,1,25.42,28.03,88,8.9981,48,127,175
6,17,4,23,2,0,1,1,25.42,28.79,83,8.9981,37,141,178
6,18,5,0,2,0,0,1,25.42,28.03,88,8.9981,21,83,104
6,18,5,1,2,0,0,1,25.42,28.79,83,7.0015,15,80,95
6,18,5,2,2,0,0,1,24.6,27.275,88,0.0,16,37,53
6,18,5,3,2,0,0,1,24.6,27.275,88,6.0032,4,16,20
6,18,5,4,2,0,0,1,24.6,27.275,88,6.0032,1,4,5
6,18,5,5,2,0,0,1,25.42,28.79,83,0.0,1,6,7
6,18,5,6,2,0,0,1,25.42,28.79,83,7.0015,9,18,27
6,18,5,7,2,0,0,1,26.24,29.545,78,8.9981,12,45,57
6,18,5,8,2,0,0,1,27.06,30.305,78,6.0032,28,103,131
6,18,5,9,2,0,0,1,28.7,32.575,61,15.0013,62,156,218
6,18,5,10,2,0,0,1,29.52,34.09,62,12.998,68,176,244
6,18,5,11,2,0,0,1,29.52,34.09,62,8.9981,134,270,404
6,18,5,12,2,0,0,1,30.34,34.85,66,6.0032,162,258,420
6,18,5,13,2,0,0,1,31.16,34.85,55,0.0,135,192,327
6,18,5,14,2,0,0,2,32.8,36.365,46,19.0012,138,196,334
6,18,5,15,2,0,0,2,33.62,37.88,46,8.9981,153,214,367
6,18,5,16,2,0,0,2,31.16,34.85,52,15.0013,193,275,468
6,18,5,17,2,0,0,2,31.16,34.09,48,11.0014,210,239,449
6,18,5,18,2,0,0,2,30.34,34.09,55,12.998,118,263,381
6,18,5,19,2,0,0,2,30.34,33.335,51,7.0015,99,227,326
6,18,5,20,2,0,0,2,29.52,33.335,58,8.9981,61,127,188
6,18,5,21,2,0,0,2,29.52,34.09,66,7.0015,58,125,183
6,18,5,22,2,0,0,2,29.52,34.09,62,8.9981,56,105,161
6,18,5,23,2,0,0,2,29.52,34.09,62,0.0,53,97,150
6,19,6,0,2,0,0,1,28.7,32.575,65,0.0,18,71,89
6,19,6,1,2,0,0,2,28.7,32.575,65,6.0032,17,59,76
6,19,6,2,2,0,0,1,27.88,31.82,74,6.0032,13,59,72
6,19,6,3,2,0,0,2,27.06,30.305,78,8.9981,14,16,30
6,19,6,4,2,0,0,2,27.06,31.06,74,8.9981,7,10,17
6,19,6,5,2,0,0,2,27.06,30.305,78,0.0,7,12,19
6,19,6,6,2,0,0,2,27.06,30.305,78,11.0014,11,22,33
6,19,6,7,2,0,0,2,27.06,30.305,78,11.0014,35,36,71
6,19,6,8,2,0,0,3,27.88,31.82,74,7.0015,25,59,84
6,19,6,9,2,0,0,2,27.88,31.82,74,7.0015,58,111,169
6,19,6,10,2,0,0,2,28.7,32.575,61,7.0015,86,158,244
6,19,6,11,2,0,0,2,29.52,33.335,58,6.0032,141,236,377
6,19,6,12,2,0,0,2,30.34,34.09,55,6.0032,141,255,396
6,19,6,13,2,0,0,2,30.34,33.335,51,0.0,149,214,363
6,19,6,14,2,0,0,3,30.34,34.09,58,7.0015,124,193,317
6,19,6,15,2,0,0,2,30.34,34.09,55,7.0015,146,216,362
6,19,6,16,2,0,0,2,31.16,34.09,48,0.0,121,257,378
6,19,6,17,2,0,0,1,30.34,33.335,51,0.0,159,238,397
6,19,6,18,2,0,0,2,30.34,34.09,58,6.0032,78,218,296
6,19,6,19,2,0,0,1,29.52,34.09,62,8.9981,94,217,311
6,19,6,20,2,0,0,1,28.7,32.575,70,12.998,86,146,232
6,19,6,21,2,0,0,1,27.88,31.82,79,8.9981,57,110,167
6,19,6,22,2,0,0,1,27.06,30.305,78,15.0013,38,114,152
6,19,6,23,2,0,0,1,27.06,30.305,78,12.998,14,78,92
7,13,2,0,3,0,1,1,31.16,35.605,62,0.0,9,37,46
7,13,2,1,3,0,1,1,31.16,34.85,55,0.0,1,11,12
7,13,2,2,3,0,1,1,31.16,34.85,55,0.0,2,3,5
7,13,2,3,3,0,1,1,30.34,34.09,58,12.998,0,4,4
7,13,2,4,3,0,1,1,30.34,34.09,58,16.9979,0,5,5
7,13,2,5,3,0,1,1,30.34,34.09,58,12.998,4,22,26
7,13,2,6,3,0,1,1,30.34,34.09,58,11.0014,18,103,121
7,13,2,7,3,0,1,1,31.16,34.85,55,16.9979,32,281,313
7,13,2,8,3,0,1,1,32.8,37.12,49,16.9979,31,418,449
7,13,2,9,3,0,1,1,33.62,37.12,41,12.998,23,163,186
7,13,2,10,3,0,1,1,33.62,37.88,46,12.998,33,80,113
7,13,2,11,3,0,1,1,34.44,37.12,39,11.0014,55,110,165
7,13,2,12,3,0,1,1,34.44,37.88,41,19.0012,40,134,174
7,13,2,13,3,0,1,3,33.62,37.88,46,8.9981,39,119,158
7,13,2,14,3,0,1,3,33.62,37.88,46,8.9981,27,89,116
7,13,2,15,3,0,1,3,26.24,28.03,94,8.9981,13,33,46
7,13,2,16,3,0,1,2,27.06,29.545,89,0.0,23,118,141
7,13,2,17,3,0,1,1,28.7,33.335,79,0.0,70,418,488
7,13,2,18,3,0,1,1,29.52,34.85,79,8.9981,51,412,463
7,13,2,19,3,0,1,1,28.7,33.335,79,7.0015,79,340,419
7,13,2,20,3,0,1,1,28.7,33.335,84,11.0014,61,281,342
7,13,2,21,3,0,1,1,28.7,33.335,79,7.0015,56,194,250
7,13,2,22,3,0,1,1,27.88,31.82,83,12.998,48,136,184
7,13,2,23,3,0,1,1,27.06,30.305,83,16.9979,33,83,116
7,14,3,0,3,0,1,1,27.06,31.06,69,19.9995,14,32,46
7,14,3,1,3,0,1,1,27.06,31.06,61,16.9979,4,21,25
7,14,3,2,3,0,1,1,26.24,31.06,57,19.9995,3,7,10
7,14,3,3,3,0,1,1,25.42,31.06,57,19.9995,1,5,6
7,14,3,4,3,0,1,1,25.42,31.06,53,16.9979,0,6,6
7,14,3,5,3,0,1,1,24.6,31.06,56,15.0013,6,22,28
7,14,3,6,3,0,1,1,24.6,30.305,60,15.0013,14,116,130
7,14,3,7,3,0,1,1,25.42,31.06,53,16.9979,23,311,334
7,14,3,8,3,0,1,1,26.24,31.06,50,23.9994,53,433,486
7,14,3,9,3,0,1,1,27.88,31.82,47,19.0012,29,195,224
7,14,3,10,3,0,1,1,28.7,31.82,42,16.9979,32,95,127
7,14,3,11,3,0,1,1,29.52,32.575,37,15.0013,38,110,148
7,14,3,12,3,0,1,1,30.34,32.575,35,16.9979,51,172,223
7,14,3,13,3,0,1,1,31.16,33.335,33,22.0028,39,138,177
7,14,3,14,3,0,1,1,30.34,32.575,35,19.0012,49,129,178
7,14,3,15,3,0,1,1,31.16,33.335,33,19.9995,42,138,180
7,14,3,16,3,0,1,1,31.16,33.335,33,8.9981,43,231,274
7,14,3,17,3,0,1,1,30.34,32.575,37,8.9981,78,517,595
7,14,3,18,3,0,1,1,29.52,32.575,42,12.998,94,484,578
7,14,3,19,3,0,1,1,29.52,32.575,39,15.0013,67,333,400
7,14,3,20,3,0,1,1,28.7,31.82,42,15.0013,81,267,348
7,14,3,21,3,0,1,1,27.06,31.06,50,8.9981,58,203,261
7,14,3,22,3,0,1,1,26.24,31.06,57,6.0032,42,134,176
7,14,3,23,3,0,1,1,26.24,30.305,65,16.9979,27,97,124
7,15,4,0,3,0,1,1,25.42,29.545,73,15.0013,23,57,80
7,15,4,1,3,0,1,1,25.42,29.545,73,12.998,7,13,20
7,15,4,2,3,0,1,1,24.6,28.79,78,11.0014,16,22,38
7,15,4,3,3,0,1,1,24.6,29.545,73,12.998,1,6,7
7,15,4,4,3,0,1,1,24.6,29.545,73,11.0014,2,8,10
7,15,4,5,3,0,1,1,24.6,29.545,73,8.9981,7,16,23
7,15,4,6,3,0,1,2,24.6,29.545,73,7.0015,12,108,120
7,15,4,7,3,0,1,1,26.24,30.305,65,7.0015,17,257,274
7,15,4,8,3,0,1,1,26.24,30.305,65,16.9979,50,514,564
7,15,4,9,3,0,1,1,27.88,31.82,54,12.998,31,176,207
7,15,4,10,3,0,1,2,27.06,31.06,61,11.0014,59,107,166
7,15,4,11,3,0,1,1,28.7,32.575,54,8.9981,73,137,210
7,15,4,12,3,0,1,1,28.7,32.575,48,12.998,61,177,238
7,15,4,13,3,0,1,1,28.7,32.575,54,12.998,85,162,247
7,15,4,14,3,0,1,1,28.7,32.575,51,12.998,105,160,265
7,15,4,15,3,0,1,1,29.52,32.575,45,11.0014,74,163,237
7,15,4,16,3,0,1,1,29.52,33.335,51,12.998,96,265,361
7,15,4,17,3,0,1,1,30.34,33.335,42,16.9979,104,483,587
7,15,4,18,3,0,1,1,29.52,32.575,45,15.0013,102,394,496
7,15,4,19,3,0,1,1,28.7,31.82,45,15.0013,114,280,394
7,15,4,20,3,0,1,1,28.7,32.575,51,15.0013,92,251,343
7,15,4,21,3,0,1,1,27.06,31.06,54,7.0015,75,186,261
7,15,4,22,3,0,1,1,27.06,31.06,57,15.0013,71,152,223
7,15,4,23,3,0,1,1,26.24,31.06,61,11.0014,41,126,167
7,16,5,0,3,0,0,1,25.42,30.305,65,12.998,42,68,110
7,16,5,1,3,0,0,1,24.6,29.545,69,7.0015,24,51,75
7,16,5,2,3,0,0,1,24.6,29.545,73,8.9981,10,48,58
7,16,5,3,3,0,0,1,24.6,28.79,78,8.9981,6,20,26
7,16,5,4,3,0,0,1,24.6,29.545,73,6.0032,9,7,16
7,16,5,5,3,0,0,1,23.78,27.275,78,6.0032,4,6,10
7,16,5,6,3,0,0,1,24.6,28.79,78,11.0014,16,21,37
7,16,5,7,3,0,0,1,25.42,29.545,73,8.9981,14,38,52
7,16,5,8,3,0,0,1,27.06,31.06,65,11.0014,37,90,127
7,16,5,9,3,0,0,1,28.7,32.575,54,15.0013,72,150,222
7,16,5,10,3,0,0,1,29.52,33.335,54,12.998,114,208,322
7,16,5,11,3,0,0,1,30.34,33.335,48,15.0013,171,225,396
7,16,5,12,3,0,0,1,31.16,34.09,43,19.0012,187,276,463
7,16,5,13,3,0,0,1,31.16,34.09,45,19.9995,221,276,497
7,16,5,14,3,0,0,1,30.34,33.335,45,19.9995,201,232,433
7,16,5,15,3,0,0,1,31.16,34.09,45,22.0028,205,223,428
7,16,5,16,3,0,0,1,31.16,34.09,45,19.0012,183,242,425
7,16,5,17,3,0,0,1,31.16,34.09,45,15.0013,234,241,475
7,16,5,18,3,0,0,1,31.16,34.09,45,19.0012,185,243,428
7,16,5,19,3,0,0,1,30.34,34.09,48,12.998,164,242,406
7,16,5,20,3,0,0,1,29.52,33.335,51,15.0013,108,188,296
7,16,5,21,3,0,0,1,28.7,32.575,58,15.0013,85,167,252
7,16,5,22,3,0,0,1,28.7,32.575,65,19.0012,65,136,201
7,16,5,23,3,0,0,1,27.88,31.82,61,15.0013,61,107,168
7,17,6,0,3,0,0,1,27.06,31.06,65,15.0013,34,91,125
7,17,6,1,3,0,0,1,26.24,30.305,69,12.998,16,86,102
7,17,6,2,3,0,0,1,26.24,30.305,69,15.0013,28,66,94
7,17,6,3,3,0,0,1,26.24,30.305,69,15.0013,21,26,47
7,17,6,4,3,0,0,1,25.42,29.545,73,11.0014,4,6,10
7,17,6,5,3,0,0,1,26.24,30.305,69,15.0013,4,8,12
7,17,6,6,3,0,0,1,25.42,29.545,73,11.0014,10,11,21
7,17,6,7,3,0,0,1,26.24,30.305,73,11.0014,20,30,50
7,17,6,8,3,0,0,1,27.88,31.82,65,15.0013,45,73,118
7,17,6,9,3,0,0,1,29.52,33.335,58,15.0013,74,110,184
7,17,6,10,3,0,0,1,30.34,34.09,60,15.0013,127,177,304
7,17,6,11,3,0,0,1,31.16,34.85,55,19.0012,147,244,391
7,17,6,12,3,0,0,1,31.16,34.85,55,19.0012,177,243,420
7,17,6,13,3,0,0,1,32.8,37.12,49,19.9995,200,272,472
7,17,6,14,3,0,0,1,32.8,37.12,49,23.9994,168,262,430
7,17,6,15,3,0,0,1,33.62,37.12,43,19.9995,129,195,324
7,17,6,16,3,0,0,1,32.8,36.365,46,19.9995,129,188,317
7,17,6,17,3,0,0,1,32.8,37.12,49,26.0027,133,236,369
7,17,6,18,3,0,0,1,32.8,36.365,46,19.9995,147,243,390
7,17,6,19,3,0,0,1,31.16,34.85,55,19.0012,145,234,379
7,17,6,20,3,0,0,1,31.16,35.605,58,16.9979,85,177,262
7,17,6,21,3,0,0,1,30.34,34.09,62,15.0013,59,148,207
7,17,6,22,3,0,0,1,29.52,34.09,66,15.0013,65,116,181
7,17,6,23,3,0,0,1,28.7,33.335,74,8.9981,39,54,93
7,18,0,0,3,0,1,1,28.7,33.335,74,8.9981,21,30,51
7,18,0,1,3,0,1,1,28.7,33.335,74,15.0013,17,8,25
7,18,0,2,3,0,1,1,27.06,30.305,83,15.0013,2,8,10
7,18,0,3,3,0,1,1,27.06,30.305,78,12.998,3,4,7
7,18,0,4,3,0,1,1,26.24,29.545,78,11.0014,1,3,4
7,18,0,5,3,0,1,1,26.24,29.545,78,7.0015,2,15,17
7,18,0,6,3,0,1,1,26.24,28.79,83,7.0015,10,95,105
7,18,0,7,3,0,1,1,27.88,31.82,74,15.0013,22,255,277
7,18,0,8,3,0,1,1,28.7,32.575,70,12.998,18,329,347
7,18,0,9,3,0,1,1,30.34,34.85,67,15.0013,33,170,203
7,18,0,10,3,0,1,1,31.16,35.605,62,12.998,52,78,130
7,18,0,11,3,0,1,1,32.8,37.88,55,6.0032,42,99,141
7,18,0,12,3,0,1,1,32.8,38.635,59,12.998,39,126,165
7,18,0,13,3,0,1,1,33.62,39.395,56,16.9979,27,125,152
7,18,0,14,3,0,1,1,33.62,39.395,56,22.0028,32,106,138
7,18,0,15,3,0,1,1,34.44,40.15,53,22.0028,53,111,164
7,18,0,16,3,0,1,1,34.44,40.15,53,19.0012,45,220,265
7,18,0,17,3,0,1,1,34.44,39.395,49,22.0028,72,473,545
7,18,0,18,3,0,1,1,33.62,38.635,49,23.9994,80,478,558
7,18,0,19,3,0,1,1,32.8,37.88,55,15.0013,63,335,398
7,18,0,20,3,0,1,1,31.98,37.12,59,15.0013,91,232,323
7,18,0,21,3,0,1,1,30.34,34.85,66,12.998,48,154,202
7,18,0,22,3,0,1,1,31.16,36.365,66,15.0013,36,104,140
7,18,0,23,3,0,1,1,30.34,34.85,66,11.0014,32,59,91
7,19,1,0,3,0,1,1,30.34,34.85,66,7.0015,25,26,51
7,19,1,1,3,0,1,2,30.34,34.85,66,8.9981,7,6,13
7,19,1,2,3,0,1,1,29.52,34.09,70,11.0014,9,4,13
7,19,1,3,3,0,1,1,29.52,34.09,70,11.0014,2,1,3
7,19,1,4,3,0,1,1,29.52,34.09,70,8.9981,1,4,5
7,19,1,5,3,0,1,2,28.7,33.335,74,7.0015,0,19,19
7,19,1,6,3,0,1,2,29.52,34.85,74,7.0015,8,126,134
7,19,1,7,3,0,1,2,30.34,34.85,70,11.0014,28,287,315
7,19,1,8,3,0,1,2,31.16,36.365,70,11.0014,31,381,412
7,19,1,9,3,0,1,2,32.8,39.395,63,8.9981,22,177,199
7,19,1,10,3,0,1,2,33.62,39.395,56,11.0014,29,112,141
7,19,1,11,3,0,1,1,33.62,40.15,59,0.0,29,98,127
7,19,1,12,3,0,1,1,34.44,40.91,56,6.0032,26,127,153
7,19,1,13,3,0,1,1,35.26,41.665,53,7.0015,33,139,172
7,19,1,14,3,0,1,1,35.26,40.91,50,12.998,41,111,152
7,19,1,15,3,0,1,1,36.08,40.91,44,12.998,48,110,158
7,19,1,16,3,0,1,1,36.9,42.425,42,19.9995,61,216,277
7,19,1,17,3,0,1,1,32.8,40.15,66,0.0,68,445,513
7,19,1,18,3,0,1,1,32.8,40.15,66,8.9981,80,450,530
7,19,1,19,3,0,1,1,31.16,37.12,75,12.998,54,334,388
7,19,1,20,3,0,1,1,30.34,36.365,74,6.0032,48,229,277
7,19,1,21,3,0,1,1,30.34,35.605,74,8.9981,47,194,241
7,19,1,22,3,0,1,1,30.34,35.605,74,0.0,36,120,156
7,19,1,23,3,0,1,3,29.52,34.85,79,11.0014,19,73,92
8,13,5,0,3,0,0,1,27.88,31.82,51,7.0015,15,69,84
8,13,5,1,3,0,0,2,27.88,31.82,57,6.0032,13,64,77
8,13,5,2,3,0,0,1,27.88,31.82,57,0.0,16,58,74
8,13,5,3,3,0,0,1,27.06,31.06,65,8.9981,9,18,27
8,13,5,4,3,0,0,2,26.24,30.305,73,8.9981,5,5,10
8,13,5,5,3,0,0,1,26.24,30.305,73,7.0015,3,15,18
8,13,5,6,3,0,0,1,26.24,30.305,73,6.0032,3,19,22
8,13,5,7,3,0,0,2,27.06,31.06,74,12.998,10,34,44
8,13,5,8,3,0,0,2,28.7,32.575,65,11.0014,28,90,118
8,13,5,9,3,0,0,2,28.7,33.335,74,11.0014,70,138,208
8,13,5,10,3,0,0,2,29.52,34.85,74,15.0013,97,163,260
8,13,5,11,3,0,0,2,30.34,34.85,70,12.998,122,192,314
8,13,5,12,3,0,0,2,27.06,29.545,89,11.0014,175,246,421
8,13,5,13,3,0,0,2,30.34,35.605,74,22.0028,61,92,153
8,13,5,14,3,0,0,1,30.34,34.85,70,16.9979,113,146,259
8,13,5,15,3,0,0,3,27.88,31.82,79,23.9994,150,208,358
8,13,5,16,3,0,0,2,28.7,33.335,74,19.0012,148,133,281
8,13,5,17,3,0,0,2,29.52,34.85,74,16.9979,97,172,269
8,13,5,18,3,0,0,1,28.7,33.335,74,15.0013,123,169,292
8,13,5,19,3,0,0,2,27.88,31.82,79,19.0012,67,170,237
8,13,5,20,3,0,0,2,27.88,31.82,83,15.0013,78,105,183
8,13,5,21,3,0,0,2,27.88,31.82,83,26.0027,40,127,167
8,13,5,22,3,0,0,2,27.88,31.82,83,26.0027,36,118,154
8,13,5,23,3,0,0,2,27.06,30.305,83,22.0028,25,95,120
8,14,6,0,3,0,0,3,27.06,30.305,83,19.9995,19,71,90
8,14,6,1,3,0,0,3,26.24,28.79,89,15.0013,16,57,73
8,14,6,2,3,0,0,3,26.24,28.79,89,15.0013,13,49,62
8,14,6,3,3,0,0,2,26.24,28.03,94,16.9979,5,22,27
8,14,6,4,3,0,0,3,26.24,28.03,94,12.998,1,2,3
8,14,6,5,3,0,0,2,26.24,28.03,94,11.0014,1,9,10
8,14,6,6,3,0,0,2,26.24,28.03,94,7.0015,2,4,6
8,14,6,7,3,0,0,2,27.06,29.545,89,12.998,4,20,24
8,14,6,8,3,0,0,2,27.06,29.545,89,19.0012,20,21,41
8,14,6,9,3,0,0,3,27.06,29.545,89,19.0012,27,76,103
8,14,6,10,3,0,0,1,28.7,33.335,79,15.0013,67,116,183
8,14,6,11,3,0,0,1,28.7,33.335,79,12.998,81,117,198
8,14,6,12,3,0,0,2,28.7,33.335,79,15.0013,98,183,281
8,14,6,13,3,0,0,1,29.52,34.85,74,16.9979,144,233,377
8,14,6,14,3,0,0,1,30.34,34.85,70,12.998,126,244,370
8,14,6,15,3,0,0,1,30.34,34.85,66,12.998,128,203,331
8,14,6,16,3,0,0,1,30.34,34.85,66,11.0014,116,176,292
8,14,6,17,3,0,0,1,31.16,35.605,62,8.9981,133,196,329
8,14,6,18,3,0,0,1,30.34,34.85,66,11.0014,125,222,347
8,14,6,19,3,0,0,1,29.52,34.85,74,15.0013,75,184,259
8,14,6,20,3,0,0,1,28.7,33.335,84,11.0014,67,126,193
8,14,6,21,3,0,0,3,24.6,27.275,88,32.9975,51,104,155
8,14,6,22,3,0,0,3,24.6,27.275,88,32.9975,14,25,39
8,14,6,23,3,0,0,3,24.6,28.03,83,0.0,5,22,27
8,15,0,0,3,0,1,3,24.6,27.275,88,6.0032,7,18,25
8,15,0,1,3,0,1,2,24.6,27.275,88,8.9981,1,9,10
8,15,0,2,3,0,1,2,24.6,28.03,83,0.0,0,3,3
8,15,0,3,3,0,1,1,24.6,28.03,83,12.998,1,6,7
8,15,0,4,3,0,1,1,24.6,28.03,83,8.9981,1,4,5
8,15,0,5,3,0,1,2,24.6,27.275,88,12.998,3,14,17
8,15,0,6,3,0,1,1,24.6,27.275,88,16.9979,3,87,90
8,15,0,7,3,0,1,1,24.6,27.275,88,16.9979,10,248,258
8,15,0,8,3,0,1,1,26.24,29.545,78,22.0028,29,326,355
8,15,0,9,3,0,1,1,26.24,29.545,78,22.0028,52,170,222
8,15,0,10,3,0,1,1,27.88,31.82,69,19.0012,54,87,141
8,15,0,11,3,0,1,2,29.52,34.09,62,16.9979,41,112,153
8,15,0,12,3,0,1,1,30.34,34.09,58,19.0012,62,116,178
8,15,0,13,3,0,1,1,31.98,35.605,52,19.0012,53,140,193
8,15,0,14,3,0,1,1,30.34,34.09,55,6.0032,56,95,151
8,15,0,15,3,0,1,3,30.34,34.09,55,19.9995,49,133,182
8,15,0,16,3,0,1,1,30.34,34.09,55,22.0028,58,225,283
8,15,0,17,3,0,1,1,30.34,33.335,51,19.0012,59,471,530
8,15,0,18,3,0,1,1,28.7,32.575,65,12.998,70,413,483
8,15,0,19,3,0,1,1,28.7,32.575,65,0.0,54,343,397
8,15,0,20,3,0,1,1,27.06,31.06,74,8.9981,45,240,285
8,15,0,21,3,0,1,1,27.06,31.06,65,12.998,34,150,184
8,15,0,22,3,0,1,1,27.06,31.06,69,16.9979,22,76,98
8,15,0,23,3,0,1,1,26.24,30.305,69,15.0013,11,77,88
8,16,1,0,3,0,1,1,26.24,30.305,69,7.0015,8,23,31
8,16,1,1,3,0,1,1,26.24,30.305,69,11.0014,4,12,16
8,16,1,2,3,0,1,1,25.42,29.545,73,15.0013,1,3,4
8,16,1,3,3,0,1,1,25.42,29.545,73,15.0013,1,5,6
8,16,1,4,3,0,1,1,26.24,30.305,69,19.9995,0,5,5
8,16,1,5,3,0,1,1,25.42,29.545,73,19.0012,1,29,30
8,16,1,6,3,0,1,1,25.42,29.545,73,22.0028,4,115,119
8,16,1,7,3,0,1,1,26.24,30.305,69,16.9979,18,328,346
8,16,1,8,3,0,1,1,28.7,32.575,58,30.0026,24,417,441
8,16,1,9,3,0,1,1,27.88,31.82,61,19.0012,27,171,198
8,16,1,10,3,0,1,1,28.7,32.575,58,26.0027,28,83,111
8,16,1,11,3,0,1,1,30.34,33.335,51,15.0013,40,110,150
8,16,1,12,3,0,1,1,31.16,34.09,48,22.0028,42,120,162
8,16,1,13,3,0,1,1,31.16,34.09,48,19.9995,45,147,192
8,16,1,14,3,0,1,1,31.16,34.09,45,27.9993,65,117,182
8,16,1,15,3,0,1,1,32.8,35.605,41,19.9995,36,123,159
8,16,1,16,3,0,1,1,32.8,35.605,41,15.0013,55,248,303
8,16,1,17,3,0,1,1,31.16,34.09,45,22.0028,75,525,600
8,16,1,18,3,0,1,1,31.16,34.09,45,15.0013,54,516,570
8,16,1,19,3,0,1,1,30.34,33.335,48,12.998,56,320,376
8,16,1,20,3,0,1,1,30.34,33.335,51,0.0,48,232,280
8,16,1,21,3,0,1,1,29.52,33.335,54,0.0,38,177,215
8,16,1,22,3,0,1,1,28.7,32.575,61,0.0,31,121,152
8,16,1,23,3,0,1,1,27.06,31.06,65,8.9981,20,57,77
8,17,2,0,3,0,1,1,27.06,31.06,69,6.0032,8,16,24
8,17,2,1,3,0,1,1,26.24,30.305,73,11.0014,2,12,14
8,17,2,2,3,0,1,1,27.06,31.06,69,0.0,0,6,6
8,17,2,3,3,0,1,1,26.24,29.545,78,0.0,1,4,5
8,17,2,4,3,0,1,1,26.24,30.305,73,0.0,0,5,5
8,17,2,5,3,0,1,1,26.24,30.305,73,0.0,0,28,28
8,17,2,6,3,0,1,1,25.42,29.545,78,0.0,4,101,105
8,17,2,7,3,0,1,1,27.06,31.06,65,6.0032,12,296,308
8,17,2,8,3,0,1,1,28.7,32.575,54,11.0014,35,452,487
8,17,2,9,3,0,1,1,30.34,33.335,48,6.0032,31,178,209
8,17,2,10,3,0,1,1,31.16,34.09,43,6.0032,27,91,118
8,17,2,11,3,0,1,1,31.98,34.85,43,7.0015,20,108,128
8,17,2,12,3,0,1,1,32.8,36.365,43,19.0012,26,163,189
8,17,2,13,3,0,1,1,32.8,35.605,41,12.998,38,138,176
8,17,2,14,3,0,1,1,33.62,36.365,36,11.0014,54,138,192
8,17,2,15,3,0,1,1,32.8,36.365,43,8.9981,42,117,159
8,17,2,16,3,0,1,1,33.62,37.12,43,15.0013,62,238,300
8,17,2,17,3,0,1,1,32.8,37.12,49,15.0013,46,506,552
8,17,2,18,3,0,1,1,31.16,34.85,55,16.9979,86,470,556
8,17,2,19,3,0,1,1,31.16,34.85,55,15.0013,50,297,347
8,17,2,20,3,0,1,1,30.34,34.09,58,16.9979,37,243,280
8,17,2,21,3,0,1,1,29.52,34.09,62,15.0013,38,192,230
8,17,2,22,3,0,1,1,28.7,32.575,65,12.998,29,142,171
8,17,2,23,3,0,1,1,28.7,32.575,65,19.0012,20,85,105
8,18,3,0,3,0,1,1,27.88,31.82,65,8.9981,18,38,56
8,18,3,1,3,0,1,2,27.06,31.06,65,11.0014,13,11,24
8,18,3,2,3,0,1,1,27.06,31.06,65,15.0013,2,4,6
8,18,3,3,3,0,1,1,27.06,31.06,69,19.0012,0,6,6
8,18,3,4,3,0,1,1,26.24,30.305,73,15.0013,0,9,9
8,18,3,5,3,0,1,1,26.24,29.545,78,19.0012,0,27,27
8,18,3,6,3,0,1,2,26.24,29.545,78,16.9979,6,97,103
8,18,3,7,3,0,1,1,26.24,29.545,78,19.9995,19,289,308
8,18,3,8,3,0,1,1,27.06,31.06,74,19.0012,27,393,420
8,18,3,9,3,0,1,1,29.52,34.09,66,16.9979,42,186,228
8,18,3,10,3,0,1,1,30.34,34.85,66,16.9979,37,92,129
8,18,3,11,3,0,1,1,31.16,35.605,58,16.9979,44,97,141
8,18,3,12,3,0,1,1,32.8,37.12,52,19.0012,34,139,173
8,18,3,13,3,0,1,1,32.8,37.12,52,23.9994,33,154,187
8,18,3,14,3,0,1,1,33.62,37.88,46,22.0028,67,115,182
8,18,3,15,3,0,1,1,32.8,36.365,46,23.9994,56,118,174
8,18,3,16,3,0,1,1,32.8,36.365,46,23.9994,49,196,245
8,18,3,17,3,0,1,3,32.8,36.365,46,19.9995,44,365,409
8,18,3,18,3,0,1,3,31.16,34.85,55,16.9979,48,226,274
8,18,3,19,3,0,1,1,27.06,30.305,83,7.0015,26,115,141
8,18,3,20,3,0,1,1,27.06,30.305,83,7.0015,24,141,165
8,18,3,21,3,0,1,2,27.88,31.82,79,0.0,12,137,149
8,18,3,22,3,0,1,2,28.7,33.335,74,7.0015,18,117,135
8,18,3,23,3,0,1,2,28.7,33.335,74,8.9981,20,94,114
8,19,4,0,3,0,1,3,27.88,31.82,69,12.998,9,53,62
8,19,4,1,3,0,1,3,26.24,28.79,89,0.0,1,19,20
8,19,4,2,3,0,1,3,26.24,28.79,83,0.0,0,8,8
8,19,4,3,3,0,1,1,26.24,29.545,78,0.0,2,1,3
8,19,4,4,3,0,1,1,26.24,28.79,83,0.0,1,7,8
